Fighter_Id,Full Name,Nickname,Ht.,Wt.,Stance,W,L,D,Belt,Round,KD,STR,TD,SUB,Ctrl,Sig. Str. %,Head_%,Body_%,Leg_%,Distance_%,Clinch_%,Ground_%,Sub. Att,Rev.,Weight_Class,Gender,Fighting Style
Andrei 'The Pitbull' Arlovski,Andrei Arlovski,The Pitbull,6.3,240.0,Orthodox,34,24,0,False,2.26,0.24,37.74,0.21,0.12,69.36,0.47,0.38,0.53,0.79,0.44,0.51,0.26,0.19,0.05,Heavyweight,Male,Hybrid
Garrett 'No Nickname' Armfield,Garrett Armfield,No Nickname,5.6,135.0,Orthodox,10,5,0,False,2.4,0.4,58.2,0.8,0.4,171.4,0.45,0.39,0.81,0.78,0.43,0.45,0.53,0.4,0.2,Bantamweight,Male,Striker
Austin 'No Nickname' Arnett,Austin Arnett,No Nickname,6.0,145.0,Orthodox,16,6,0,False,2.75,0.0,51.5,0.5,0.0,32.5,0.4,0.34,0.72,0.66,0.38,0.82,0.16,0.0,0.25,Featherweight,Male,Striker
Akbarh 'El Caballero' Arreola,Akbarh Arreola,El Caballero,5.1,155.0,Southpaw,23,11,1,False,2.25,0.5,24.25,0.75,0.25,81.5,0.42,0.3,0.33,0.85,0.36,0.67,0.34,0.0,0.0,Lightweight,Male,Hybrid
Matt 'No Regard' Arroyo,Matt Arroyo,No Regard,5.1,170.0,Orthodox,3,3,0,False,2.0,0.0,15.33,1.33,3.33,104.0,0.51,0.47,0.47,0.61,0.23,0.16,0.92,3.33,0.0,Welterweight,Male,Wrestler
Antonio 'No Nickname' Arroyo,Antonio Arroyo,No Nickname,6.3,185.0,Orthodox,9,5,0,False,3.0,0.0,31.67,0.33,0.0,124.67,0.56,0.41,0.77,1.0,0.56,0.33,0.67,0.67,0.0,Middleweight,Male,Striker
Cesar 'Goku' Arzamendia,Cesar Arzamendia,Goku,5.11,155.0,Orthodox,8,3,0,False,1.0,0.0,16.5,1.5,0.5,26.0,0.42,0.42,0.66,0.5,0.32,0.58,0.82,0.0,0.0,Lightweight,Male,Striker
Kai 'No Nickname' Asakura,Kai Asakura,No Nickname,5.8,125.0,Orthodox,21,6,0,False,2.0,0.0,19.0,0.0,0.0,12.5,0.41,0.36,0.63,0.84,0.42,0.0,0.0,0.0,0.0,Flyweight,Male,Hybrid
Yanal 'Red Fox' Ashmouz,Yanal Ashmouz,Red Fox,5.9,155.0,Orthodox,8,2,0,False,2.5,0.0,33.25,2.5,0.0,39.5,0.42,0.33,0.52,0.77,0.38,0.55,0.18,0.0,0.25,Lightweight,Male,Hybrid
Askar 'Bullet' Askarov,Askar Askarov,Bullet,5.6,125.0,Orthodox,14,1,1,False,3.0,0.0,45.8,2.6,0.4,99.6,0.44,0.31,0.65,0.88,0.37,0.87,0.77,0.0,0.2,Flyweight,Male,Striker
Cyril 'Silverback' Asker,Cyril Asker,Silverback,6.0,247.0,Orthodox,9,4,0,False,1.2,0.0,11.4,1.0,0.2,86.4,0.44,0.39,0.67,0.2,0.29,0.43,0.33,0.2,0.0,Heavyweight,Male,Hybrid
Khusein 'Nohcho' Askhabov,Khusein Askhabov,Nohcho,5.8,145.0,Orthodox,23,1,0,False,3.0,0.0,30.0,0.0,0.0,58.0,0.26,0.17,0.78,0.47,0.24,0.5,0.0,0.0,2.0,Featherweight,Male,Hybrid
Scott 'No Nickname' Askham,Scott Askham,No Nickname,6.3,185.0,Southpaw,14,4,0,False,2.33,0.67,34.17,0.33,0.5,111.33,0.61,0.57,0.7,0.72,0.58,0.66,0.7,0.0,0.17,Middleweight,Male,Striker
Ben 'Funky' Askren,Ben Askren,Funky,5.11,170.0,Orthodox,19,2,0,False,1.67,0.0,21.0,1.67,0.33,49.0,0.69,0.45,0.56,0.33,0.31,0.62,0.63,0.0,0.33,Welterweight,Male,Striker
Ibo 'The Last Ottoman' Aslan,Ibo Aslan,The Last Ottoman,6.3,205.0,Orthodox,14,3,0,False,2.0,0.25,36.25,0.0,0.0,0.5,0.55,0.51,0.58,0.42,0.53,0.38,0.12,0.0,0.0,Light Heavyweight,Male,Hybrid
Tom 'No Nickname' Aspinall,Tom Aspinall,No Nickname,6.5,256.0,Orthodox,15,3,0,True,1.11,0.56,16.44,0.44,0.22,5.89,0.6,0.48,0.64,0.54,0.54,0.17,0.45,0.0,0.0,Heavyweight,Male,Hybrid
Junior 'No Nickname' Assuncao,Junior Assuncao,No Nickname,5.9,145.0,Orthodox,16,6,0,False,2.0,0.2,28.6,1.4,0.4,238.6,0.51,0.45,0.65,0.65,0.42,0.56,0.63,0.4,0.2,Featherweight,Male,Striker
Raphael 'No Nickname' Assuncao,Raphael Assuncao,No Nickname,5.5,135.0,Orthodox,28,10,0,False,2.58,0.11,41.37,1.26,0.11,104.21,0.45,0.34,0.6,0.77,0.42,0.49,0.49,0.21,0.05,Bantamweight,Male,Striker
Michael 'The Texas Kid' Aswell,Michael Aswell,The Texas Kid,5.8,145.0,Orthodox,10,3,0,False,3.0,0.0,118.0,0.0,0.0,0.0,0.38,0.34,0.66,0.7,0.38,0.25,0.0,0.0,0.0,Lightweight,Male,Hybrid
Rich 'The Raging Bull' Attonito,Rich Attonito,The Raging Bull,5.1,170.0,Orthodox,10,5,0,False,2.6,0.4,27.6,0.6,0.0,205.4,0.47,0.32,0.61,0.83,0.25,0.76,0.57,0.2,0.0,Welterweight,Male,Striker
Olivier 'The Canadian Gangster' Aubin-Mercier,Olivier Aubin-Mercier,The Canadian Gangster,5.9,155.0,Southpaw,11,5,0,False,2.67,0.17,30.25,1.92,0.42,294.75,0.48,0.4,0.64,0.69,0.41,0.67,0.57,0.5,0.25,Lightweight,Male,Wrestler
Pat 'Awesomely Awesome' Audinwood,Pat Audinwood,Awesomely Awesome,6.0,155.0,Orthodox,11,2,1,False,2.0,0.0,11.0,0.5,0.0,12.0,0.48,0.36,0.74,0.37,0.48,0.5,0.16,0.0,0.0,Lightweight,Male,Hybrid
Marcus 'Maximus' Aurelio,Marcus Aurelio,Maximus,5.1,155.0,Orthodox,22,10,0,False,2.33,0.17,25.5,0.83,0.5,90.17,0.41,0.39,0.58,0.67,0.29,0.41,0.51,0.5,0.0,Lightweight,Male,Hybrid
Chris 'No Nickname' Avila,Chris Avila,No Nickname,5.1,145.0,Orthodox,5,4,0,False,3.0,0.0,35.5,0.0,0.0,11.0,0.3,0.25,0.6,1.0,0.28,0.55,0.75,0.0,0.0,Featherweight,Male,Hybrid
Julia 'Raging Panda' Avila,Julia Avila,Raging Panda,5.7,135.0,Orthodox,9,4,0,False,2.67,0.17,33.17,0.5,0.17,195.67,0.43,0.39,0.7,0.43,0.33,0.35,0.39,0.67,0.5,Women's Bantamweight,Female,Striker
Jessin 'No Nickname' Ayari,Jessin Ayari,No Nickname,6.0,155.0,Orthodox,16,6,0,False,2.5,0.0,40.75,0.0,0.25,16.0,0.32,0.27,0.55,0.92,0.31,0.44,0.2,0.25,0.0,Welterweight,Male,Hybrid
Abu 'Captain Morocco' Azaitar,Abu Azaitar,Captain Morocco,5.9,185.0,Orthodox,14,4,1,False,3.0,0.0,65.67,1.0,0.0,223.0,0.45,0.29,0.56,0.86,0.4,0.6,0.5,0.33,0.33,Middleweight,Male,Striker
Ottman 'Bulldozer' Azaitar,Ottman Azaitar,Bulldozer,5.8,155.0,Switch,13,3,0,False,1.2,0.2,16.6,0.0,0.0,13.2,0.52,0.48,0.61,0.44,0.47,0.67,0.45,0.0,0.0,Lightweight,Male,Striker
Hunter 'No Nickname' Azure,Hunter Azure,No Nickname,5.8,145.0,Orthodox,9,2,0,False,2.75,0.25,47.5,1.25,0.25,230.5,0.41,0.39,0.48,0.55,0.38,0.47,0.69,0.75,0.25,Bantamweight,Male,Striker
Niklas 'No Nickname' Backstrom,Niklas Backstrom,No Nickname,6.1,145.0,Orthodox,11,3,0,False,1.67,0.0,7.67,1.33,1.0,140.0,0.55,0.48,0.56,0.6,0.37,0.58,0.76,0.33,1.0,Featherweight,Male,Wrestler
Seth 'The Polish Pistola' Baczynski,Seth Baczynski,The Polish Pistola,6.3,170.0,Orthodox,20,14,0,False,2.09,0.18,28.18,0.55,0.45,64.64,0.48,0.37,0.66,0.58,0.39,0.52,0.48,0.27,0.09,Welterweight,Male,Striker
Ryan 'Darth' Bader,Ryan Bader,Darth,6.2,205.0,Orthodox,23,5,0,False,2.35,0.35,28.85,2.3,0.3,195.25,0.4,0.32,0.44,0.66,0.32,0.39,0.31,0.3,0.0,Light Heavyweight,Male,Hybrid
Izabela 'No Nickname' Badurek,Izabela Badurek,No Nickname,5.5,115.0,Orthodox,6,3,0,False,2.0,0.0,32.0,1.0,0.0,108.0,0.67,0.65,0.67,1.0,0.6,0.93,0.0,1.0,0.0,Women's Strawweight,Female,Striker
Miguel 'Caramel Thunder' Baeza,Miguel Baeza,Caramel Thunder,6.2,170.0,Orthodox,10,4,0,False,2.29,0.43,39.71,0.29,1.29,112.57,0.55,0.44,0.73,0.77,0.46,0.6,0.6,0.14,0.0,Welterweight,Male,Striker
Ali 'Puncher' Bagautinov,Ali Bagautinov,Puncher,5.4,125.0,Orthodox,15,6,0,False,3.29,0.29,46.14,2.71,0.29,205.0,0.44,0.28,0.7,0.66,0.33,0.72,0.58,0.43,0.14,Flyweight,Male,Striker
Mehdi 'The Sultan' Baghdad,Mehdi Baghdad,The Sultan,6.1,155.0,Orthodox,11,5,0,False,2.0,0.5,30.5,0.0,0.0,3.5,0.26,0.2,0.21,0.44,0.15,0.19,1.0,0.0,0.0,Lightweight,Male,Hybrid
Melsik 'The Gun' Baghdasaryan,Melsik Baghdasaryan,The Gun,5.9,145.0,Southpaw,8,3,0,False,2.2,0.2,43.2,0.0,0.0,81.4,0.46,0.32,0.55,0.85,0.44,0.58,0.0,0.0,0.0,Featherweight,Male,Hybrid
Siyar 'The Great' Bahadurzada,Siyar Bahadurzada,The Great,5.11,170.0,Orthodox,24,8,1,False,2.5,0.62,33.0,1.0,0.25,101.38,0.38,0.32,0.52,0.53,0.33,0.43,0.48,0.12,0.0,Welterweight,Male,Hybrid
Ignacio 'La Jaula' Bahamondes,Ignacio Bahamondes,La Jaula,6.3,155.0,Orthodox,17,6,0,False,2.33,0.44,68.44,0.0,0.33,86.0,0.42,0.32,0.74,0.8,0.41,0.54,0.21,0.0,0.0,Lightweight,Male,Striker
Shamar 'No Nickname' Bailey,Shamar Bailey,No Nickname,5.9,155.0,Southpaw,16,11,0,False,2.33,0.0,23.67,1.67,0.0,4.0,0.37,0.35,0.33,0.17,0.12,0.67,0.67,0.0,0.0,Welterweight,Male,Hybrid
Scott 'No Nickname' Baker,Scott Baker,No Nickname,6.0,210.0,Orthodox,1,1,0,False,1.0,0.0,0.0,1.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Open Weight,Male,No Clear Style
Oluwale 'Holy War Angel' Bamgbose,Oluwale Bamgbose,Holy War Angel,5.11,185.0,Switch,6,4,0,False,1.8,0.4,15.6,0.4,0.0,98.2,0.53,0.28,0.49,0.71,0.38,0.38,0.12,0.0,0.0,Middleweight,Male,Hybrid
Marcin 'Bomba' Bandel,Marcin Bandel,Bomba,5.1,155.0,Orthodox,15,7,0,False,1.5,0.0,3.0,0.0,0.0,97.5,0.57,0.6,0.5,0.25,0.46,0.5,0.4,1.0,0.0,Lightweight,Male,Striker
Humberto 'No Nickname' Bandenay,Humberto Bandenay,No Nickname,5.11,145.0,Southpaw,14,7,0,False,2.0,0.25,17.25,1.5,0.25,142.75,0.6,0.49,0.68,0.38,0.57,0.43,0.2,0.25,0.0,Featherweight,Male,Striker
Tae 'Supernatural' Hyun Bang,Tae Hyun Bang,Supernatural,5.9,155.0,Switch,18,10,0,False,2.6,0.6,33.2,0.4,0.4,67.2,0.39,0.34,0.67,0.85,0.37,0.61,0.53,0.6,0.4,Lightweight,Male,Striker
Shauna 'Mama B' Bannon,Shauna Bannon,Mama B,5.5,115.0,Switch,7,2,0,False,2.5,0.0,49.0,0.0,0.5,149.75,0.5,0.44,0.64,0.57,0.42,0.73,0.42,0.75,0.0,Women's Strawweight,Female,Striker
Antonio 'No Nickname' Banuelos,Antonio Banuelos,No Nickname,5.5,135.0,Orthodox,20,11,1,False,3.0,0.0,10.0,0.0,0.0,1.0,0.07,0.07,0.0,0.2,0.06,0.22,0.0,0.0,0.0,Bantamweight,Male,No Clear Style
Renan 'The Baron' Barao,Renan Barao,The Baron,5.6,145.0,Orthodox,34,9,0,False,3.0,0.24,54.24,1.41,0.29,104.47,0.39,0.31,0.59,0.74,0.37,0.55,0.33,0.24,0.0,Featherweight,Male,Striker
Maycee 'The Future' Barber,Maycee Barber,The Future,5.5,125.0,Switch,14,2,0,False,2.55,0.0,52.27,1.09,0.09,210.09,0.51,0.44,0.73,0.62,0.41,0.73,0.46,0.18,0.45,Women's Flyweight,Female,Striker
Bryan 'Bam Bam' Barberena,Bryan Barberena,Bam Bam,6.0,185.0,Southpaw,18,12,0,False,2.47,0.32,62.68,0.11,0.21,126.26,0.53,0.43,0.74,0.7,0.46,0.67,0.51,0.37,0.0,Welterweight,Male,Striker
Dione 'The Witch' Barbosa,Dione Barbosa,The Witch,5.6,125.0,Orthodox,8,4,0,False,2.5,0.0,29.5,1.75,1.0,149.5,0.39,0.29,0.55,0.88,0.38,0.7,0.38,0.75,0.5,Women's Flyweight,Female,Wrestler
Edson 'Junior' Barboza,Edson Barboza,Junior,5.11,155.0,Orthodox,24,13,0,False,2.71,0.52,50.84,0.35,0.06,107.13,0.47,0.37,0.69,0.8,0.44,0.41,0.36,0.19,0.0,Featherweight,Male,Striker
Raoni 'No Nickname' Barcelos,Raoni Barcelos,No Nickname,5.7,135.0,Orthodox,20,5,0,False,2.69,0.38,62.69,2.0,0.54,146.85,0.47,0.39,0.68,0.88,0.4,0.7,0.43,0.23,0.08,Bantamweight,Male,Striker
Daniel 'No Nickname' Barez,Daniel Barez,No Nickname,5.6,125.0,Orthodox,17,7,0,False,2.33,0.67,39.33,0.33,0.0,123.67,0.59,0.48,0.82,0.79,0.6,0.31,0.58,0.33,0.0,Flyweight,Male,Striker
Danny 'LeftHand2God' Barlow,Danny Barlow,LeftHand2God,6.2,185.0,Southpaw,9,1,0,False,2.33,0.33,52.33,0.0,0.0,26.33,0.47,0.41,0.66,0.47,0.47,0.33,0.2,0.0,0.0,Welterweight,Male,Hybrid
Luke 'The Bigslow' Barnatt,Luke Barnatt,The Bigslow,6.6,185.0,Orthodox,13,4,0,False,2.5,0.33,52.83,0.5,0.33,59.0,0.4,0.35,0.63,0.73,0.35,0.85,0.49,0.67,0.0,Middleweight,Male,Striker
Josh 'The Warmaster' Barnett,Josh Barnett,The Warmaster,6.3,250.0,Orthodox,35,8,0,False,2.1,0.1,39.2,0.5,0.5,138.8,0.6,0.52,0.71,0.64,0.3,0.64,0.48,0.5,0.0,Heavyweight,Male,Striker
Chris 'Beastboy' Barnett,Chris Barnett,Beastboy,5.9,265.0,Orthodox,23,9,0,False,2.0,0.2,32.0,0.0,0.0,112.0,0.5,0.34,0.83,0.87,0.44,0.64,0.28,0.2,0.0,Heavyweight,Male,Striker
David 'No Nickname' Baron,David Baron,No Nickname,5.6,155.0,Switch,17,4,1,False,3.0,0.0,7.0,0.0,1.0,55.0,0.43,0.36,1.0,0.0,0.45,0.4,0.0,1.0,1.0,Lightweight,Male,Wrestler
Phil 'The New York Bad Ass' Baroni,Phil Baroni,The New York Bad Ass,5.9,170.0,Orthodox,15,18,0,False,2.1,0.5,25.3,0.8,0.3,140.5,0.53,0.46,0.7,0.31,0.39,0.5,0.44,0.2,0.2,Middleweight,Male,Striker
Dan 'The Fireman' Barrera,Dan Barrera,The Fireman,5.9,170.0,Orthodox,3,1,0,False,3.0,0.0,12.0,1.0,0.0,429.0,0.7,0.55,0.0,1.0,0.0,1.0,0.6,0.0,1.0,Welterweight,Male,Wrestler
Carlos 'No Nickname' Barreto,Carlos Barreto,No Nickname,6.4,230.0,Orthodox,14,9,0,False,2.0,0.0,11.0,2.0,0.0,179.77,0.34,0.26,0.67,0.33,0.11,0.6,1.0,0.0,0.0,Heavyweight,Male,Hybrid
Peter 'Slippery' Barrett,Peter Barrett,Slippery,5.1,145.0,Southpaw,11,5,0,False,3.0,0.0,35.5,0.0,0.0,79.5,0.48,0.32,0.75,0.73,0.44,0.44,0.0,0.0,0.0,Featherweight,Male,Hybrid
Marc-Andre 'Powerbar' Barriault,Marc-Andre Barriault,Powerbar,6.1,185.0,Orthodox,17,10,0,False,2.25,0.25,57.38,0.25,0.06,115.75,0.51,0.44,0.67,0.7,0.43,0.64,0.35,0.06,0.06,Middleweight,Male,Striker
Alexandre 'Baixinho' Barros,Alexandre Barros,Baixinho,5.9,170.0,Southpaw,22,11,0,False,2.0,0.0,8.0,1.0,0.0,136.0,0.4,0.08,1.0,0.86,0.27,1.0,0.5,0.0,0.0,Welterweight,Male,Striker
Francimar 'Bodao' Barroso,Francimar Barroso,Bodao,6.1,205.0,Orthodox,19,7,0,False,2.67,0.0,35.33,1.89,0.0,165.0,0.42,0.31,0.67,0.78,0.34,0.57,0.29,0.0,0.0,Light Heavyweight,Male,Hybrid
Pat 'HD' Barry,Pat Barry,HD,5.11,235.0,Orthodox,8,7,0,False,1.58,0.67,15.67,0.0,0.08,29.5,0.55,0.48,0.4,0.63,0.47,0.26,0.46,0.08,0.0,Heavyweight,Male,Hybrid
Dean 'The Sniper' Barry,Dean Barry,The Sniper,5.1,170.0,Orthodox,4,2,0,False,1.0,1.0,36.0,0.0,0.0,9.0,0.48,0.43,0.5,0.8,0.49,0.0,0.0,0.0,0.0,Welterweight,Male,Hybrid
Enrique 'El Fuerte' Barzola,Enrique Barzola,El Fuerte,5.7,145.0,Orthodox,17,5,2,False,3.0,0.0,58.7,4.2,0.3,146.8,0.38,0.3,0.58,0.67,0.33,0.51,0.38,0.2,0.2,Featherweight,Male,Wrestler
Javid 'The Snow Leopard' Basharat,Javid Basharat,The Snow Leopard,5.9,135.0,Orthodox,14,2,0,False,2.5,0.0,63.5,1.0,0.0,75.83,0.49,0.36,0.73,0.78,0.48,0.52,0.16,0.0,0.0,Bantamweight,Male,Striker
Farid 'Ferocious' Basharat,Farid Basharat,Ferocious,5.8,135.0,Orthodox,13,0,0,False,2.5,0.0,41.0,3.5,0.5,262.0,0.48,0.4,0.68,0.53,0.31,0.74,0.66,0.75,0.25,Featherweight,Male,Wrestler
Austin 'No Nickname' Bashi,Austin Bashi,No Nickname,5.6,145.0,Orthodox,14,1,0,False,2.0,0.0,12.5,2.0,0.5,257.0,0.37,0.32,0.41,0.2,0.36,0.42,0.5,0.5,0.0,Featherweight,Male,Wrestler
Stephen 'Bigfish' Bass,Stephen Bass,Bigfish,5.9,145.0,Orthodox,11,2,0,False,3.0,0.0,73.0,0.0,0.0,24.0,0.52,0.39,0.92,0.77,0.47,1.0,1.0,0.0,0.0,Featherweight,Male,Striker
Shayna 'The Queen of Spades' Baszler,Shayna Baszler,The Queen of Spades,5.7,135.0,Orthodox,15,11,0,False,1.5,0.0,4.5,0.5,0.5,58.0,0.19,0.2,0.0,0.0,0.17,0.2,0.0,0.5,0.0,Women's Bantamweight,Female,No Clear Style
Michel 'No Nickname' Batista,Michel Batista,No Nickname,6.3,260.0,Orthodox,4,1,0,False,1.0,0.0,0.0,1.0,0.0,72.0,0.46799999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Heavyweight,Male,No Clear Style
Bryan 'The Butcher' Battle,Bryan Battle,The Butcher,6.1,185.0,Orthodox,13,2,0,False,2.11,0.22,44.11,0.44,0.22,159.44,0.54,0.43,0.66,0.84,0.51,0.61,0.4,0.33,0.0,Welterweight,Male,Striker
Alan 'The Black Samourai' Baudot,Alan Baudot,The Black Samourai,6.3,243.0,Orthodox,8,3,0,False,2.0,0.25,41.75,0.0,0.0,41.25,0.52,0.44,0.66,0.88,0.45,0.7,0.4,0.0,0.0,Heavyweight,Male,Striker
Mario 'No Nickname' Bautista,Mario Bautista,No Nickname,5.9,135.0,Switch,16,2,0,False,2.17,0.08,59.58,1.08,0.5,104.75,0.54,0.44,0.7,0.83,0.45,0.56,0.37,0.33,0.08,Bantamweight,Male,Striker
Chris 'Real Deal' Beal,Chris Beal,Real Deal,5.7,125.0,Orthodox,10,5,0,False,2.8,0.2,45.2,1.4,0.2,217.4,0.35,0.33,0.76,0.7,0.26,0.46,0.57,0.6,0.6,Bantamweight,Male,Wrestler
Ariel 'No Nickname' Beck,Ariel Beck,No Nickname,5.6,125.0,Southpaw,4,5,0,False,2.0,0.0,35.0,0.0,0.0,0.0,0.35,0.27,0.56,0.67,0.34,1.0,0.0,0.0,0.0,Women's Flyweight,Female,Hybrid
Johnny 'Brutal' Bedford,Johnny Bedford,Brutal,5.1,135.0,Orthodox,21,13,1,False,2.0,0.5,31.0,0.83,0.0,82.83,0.44,0.37,0.4,0.52,0.34,0.42,0.46,0.0,0.17,Bantamweight,Male,Hybrid
Rolando 'The Machine' Bedoya,Rolando Bedoya,The Machine,5.11,155.0,Orthodox,14,4,0,False,3.0,0.0,109.33,0.0,0.0,37.0,0.49,0.39,0.62,0.73,0.48,0.68,0.0,0.0,0.0,Lightweight,Male,Striker
Azamat 'Iron' Bekoev,Azamat Bekoev,Iron,6.0,185.0,Orthodox,20,3,0,False,1.0,1.0,22.0,0.5,0.0,6.5,0.53,0.5,0.35,0.0,0.24,0.94,0.34,0.0,0.0,Middleweight,Male,Hybrid
Mirsad 'No Nickname' Bektic,Mirsad Bektic,No Nickname,5.8,145.0,Orthodox,13,4,0,False,2.3,0.2,24.7,2.7,0.3,157.4,0.41,0.34,0.56,0.48,0.28,0.41,0.46,1.2,0.4,Featherweight,Male,Wrestler
Diana 'The Warrior Princess' Belbita,Diana Belbita,The Warrior Princess,5.7,125.0,Orthodox,15,10,0,False,2.25,0.12,70.12,0.62,0.0,87.88,0.48,0.39,0.81,0.78,0.44,0.85,0.38,0.5,0.12,Women's Strawweight,Female,Striker
Alan 'The Talent' Belcher,Alan Belcher,The Talent,6.2,185.0,Orthodox,18,8,0,False,2.07,0.2,24.8,0.27,0.53,93.73,0.36,0.26,0.45,0.56,0.31,0.49,0.31,0.53,0.07,Middleweight,Male,Hybrid
Vitor 'The Phenom' Belfort,Vitor Belfort,The Phenom,6.0,185.0,Southpaw,26,14,0,False,1.54,0.42,11.04,0.23,0.31,28.45,0.54,0.47,0.38,0.38,0.44,0.46,0.51,0.31,0.04,Middleweight,Male,Hybrid
Rodolfo 'Trator' Bellato,Rodolfo Bellato,Trator,6.3,205.0,Orthodox,12,2,1,False,2.0,0.0,59.67,1.0,0.0,84.33,0.58,0.42,0.86,0.67,0.51,0.53,0.35,0.0,0.0,Light Heavyweight,Male,Striker
Danilo 'Caterpillar' Belluardo,Danilo Belluardo,Caterpillar,6.0,155.0,Southpaw,12,5,0,False,1.5,0.0,6.5,1.0,0.0,131.0,0.32,0.28,0.0,0.5,0.31,0.0,0.36,0.0,0.0,Lightweight,Male,No Clear Style
Joey 'The Mexicutioner' Beltran,Joey Beltran,The Mexicutioner,6.1,185.0,Orthodox,17,14,0,False,2.7,0.0,58.3,0.5,0.0,246.0,0.43,0.36,0.61,0.82,0.34,0.74,0.58,0.0,0.1,Heavyweight,Male,Striker
Marco 'Psycho' Beltran,Marco Beltran,Psycho,5.8,125.0,Orthodox,8,6,0,False,2.33,0.17,22.33,0.5,0.17,153.83,0.54,0.31,0.55,0.81,0.47,0.73,0.41,1.0,0.17,Bantamweight,Male,Striker
Joseph 'No Nickname' Benavidez,Joseph Benavidez,No Nickname,5.4,125.0,Southpaw,28,8,0,False,2.43,0.29,44.67,1.14,0.19,111.76,0.41,0.33,0.57,0.62,0.39,0.55,0.49,0.14,0.14,Flyweight,Male,Striker
Dave 'Dangerous' Beneteau,Dave Beneteau,Dangerous,6.2,250.0,Orthodox,6,5,1,False,1.17,0.0,7.0,1.0,0.0,168.706,0.47,0.44,0.11,0.25,0.03,0.43,0.43,0.0,0.0,Heavyweight,Male,Hybrid
Gabriel 'Moggly' Benitez,Gabriel Benitez,Moggly,5.8,155.0,Southpaw,23,13,0,False,2.13,0.27,48.73,0.13,0.53,77.47,0.41,0.32,0.72,0.88,0.38,0.51,0.36,0.6,0.0,Lightweight,Male,Striker
DeAnna 'The Argentine Assassin' Bennett,DeAnna Bennett,The Argentine Assassin,5.4,125.0,Orthodox,8,3,1,False,3.0,0.0,47.0,0.0,1.0,591.0,0.58,0.46,0.76,1.0,0.47,0.83,1.0,1.0,0.0,Women's Flyweight,Female,Wrestler
Lance 'No Nickname' Benoist,Lance Benoist,No Nickname,5.11,170.0,Southpaw,7,2,0,False,3.0,0.25,55.25,1.5,0.0,247.0,0.47,0.33,0.85,0.65,0.32,0.77,0.63,0.0,0.5,Welterweight,Male,Striker
Ryan 'Baby Face' Benoit,Ryan Benoit,Baby Face,5.5,125.0,Orthodox,10,8,0,False,2.56,0.56,34.0,0.22,0.33,45.44,0.4,0.36,0.55,0.59,0.39,0.44,0.38,0.44,0.22,Flyweight,Male,Hybrid
Steve 'The Red Nosed Pitbull' Berger,Steve Berger,The Red Nosed Pitbull,5.11,170.0,Orthodox,21,23,2,False,2.0,0.0,4.33,0.33,1.0,31.0,0.13,0.06,0.27,0.33,0.04,0.17,0.0,1.0,0.33,Welterweight,Male,No Clear Style
Keith 'Sha Bang Bang' Berish,Keith Berish,Sha Bang Bang,6.0,205.0,Orthodox,5,1,0,False,2.0,0.0,30.5,1.0,0.0,89.5,0.38,0.16,0.36,0.46,0.18,0.31,0.25,0.0,0.5,Middleweight,Male,Hybrid
Dennis 'The Menace' Bermudez,Dennis Bermudez,The Menace,5.6,155.0,Orthodox,17,9,0,False,2.47,0.29,51.18,3.0,0.82,212.12,0.44,0.39,0.64,0.66,0.34,0.67,0.6,0.94,0.18,Lightweight,Male,Wrestler
Manny 'The Bermudez Triangle' Bermudez,Manny Bermudez,The Bermudez Triangle,5.1,145.0,Orthodox,14,2,0,False,1.6,0.2,17.2,1.2,1.2,150.6,0.58,0.48,0.44,0.78,0.4,0.34,0.46,0.2,0.4,Bantamweight,Male,Wrestler
Talita 'No Nickname' Bernardo,Talita Bernardo,No Nickname,5.4,135.0,Orthodox,6,4,0,False,3.0,0.0,43.5,1.5,0.5,159.25,0.39,0.34,0.64,0.57,0.35,0.52,0.84,0.25,0.75,Women's Bantamweight,Female,Wrestler
Dieusel 'No Nickname' Berto,Dieusel Berto,No Nickname,5.9,200.0,Orthodox,0,3,0,False,1.0,0.0,3.0,0.0,0.0,80.45,0.6,0.6,0.0,0.0,0.0,0.75,0.0,0.0,0.0,Open Weight,Male,Hybrid
Allen 'Monstah Lobstah' Berube,Allen Berube,Monstah Lobstah,5.8,155.0,Orthodox,4,3,0,False,1.0,0.0,4.0,2.0,1.0,159.0,0.8,0.8,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Lightweight,Male,Wrestler
Scott 'No Nickname' Bessac,Scott Bessac,No Nickname,6.4,245.0,Orthodox,4,6,0,False,1.0,0.0,1.0,0.0,2.0,92.95,0.2,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,Open Weight,Male,No Clear Style
Matt 'The Mangler' Bessette,Matt Bessette,The Mangler,5.1,145.0,Orthodox,22,9,0,False,3.0,0.0,50.0,0.0,0.0,352.5,0.44,0.3,0.8,0.88,0.39,0.32,0.68,0.5,0.5,Featherweight,Male,Wrestler
Arjan 'No Nickname' Bhullar,Arjan Bhullar,No Nickname,6.1,245.0,Orthodox,9,1,0,False,2.75,0.25,30.25,1.5,0.0,184.0,0.49,0.36,0.83,0.94,0.42,0.76,0.58,0.25,0.0,Heavyweight,Male,Striker
